Instance,OrderNo,ParentOrderNo,RootParentOrderNo,CreateDate,DeleteDate,AccID,AccCode,BuySell,Side,OrderSide,SecID,SecCode,Exchange,Destination,Quantity,PriceMultiplier,Price,Value,ValueMultiplier,DoneVolume,DoneValue,Currency,OrderType,PriceInstruction,TimeInForce,Lifetime,ClientOrderID,SecondaryClientOrderID,DestOrderNo,ExtDestOrderNo,DestUserID,OrderGiver,OrderTakerUserCode,IntermediaryID,OriginOfOrder,OrderCapacity,DirectedWholesale,ExecutionVenue,ExecutionInstructionsRaw
BURGERKING,72370405,35287539,155856115,2024-02-01 16:19:50.847769553,2024-02-01 18:57:43.703140628,9,NOEL,B,1,Long Sell,654084640,IRE,ASX,CXA,11870,0.01,57.758975779619576,884303.1817367664,0.01,4858,833703,AUD,2,Market On Close,58,Fill And Kill,0.8032538255754966,0.5232960708269819,4069604265618662348,27Y19YXOG7UF,1654,robbotest,admin@ROBBOTEST,41633.85916814677,ROBTESTING,Agency,N,0.15673338548189808,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72371711,42809339,435076606,2024-02-01 11:37:42.996599319,2024-02-01 20:00:37.961992398,174,ZM,S,3,Long Sell,190590621,CBA,AXW,ASX,6820,0.01,60.7327117458001,707164.7748192669,0.01,15348,185134,AUD,4,Market On Close,29,Good Till Cancel,0.10503584080773254,0.7955607501547795,4261859273121148484,17Y19YXOGMGT,1430,robbotest,admin@ROBBOTEST,17147.27201628027,ROBTESTING,Principal,N,0.7650799069574593,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72374403,6617559,661298538,2024-02-01 12:21:16.711742348,2024-02-01 13:14:13.553910782,131,ROBBO,S,1,Short Sell,59903094,NXT,ASX,CXA,5832,0.01,33.260989777660434,188673.5880198078,0.01,9895,1070187,AUD,2,Market On Close,60,Good Till Time,0.956354019051254,0.07538885042278753,4716436472870887360,27Y19YXOG7UC,2274,robbotest,admin@IRETEST,62842.9074661927,34976,Principal,N,0.5838184263910564,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72374771,38444118,327630638,2024-02-01 12:49:53.035007001,2024-02-01 13:35:40.845769153,169,NOEL,S,4,Short Sell,1205316093,IRE,ASX,CXA,920,0.01,66.51789500933045,1143425.6582164115,0.01,11267,550887,AUD,3,Market On Close,33,Good Till Cancel,0.17813207056877733,0.6875846382162676,210203198392185254,27Y19YXOG7UB,1593,robbotest,admin@IRETEST,47517.50038365892,ROBTESTING,Principal,N,0.6725784644674652,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72371809,15392238,428759805,2024-02-01 17:35:56.267653530,2024-02-01 12:27:02.859771954,162,ROBBO,B,3,Short Sell,738113090,BHP,ASX,ASX,10684,0.01,94.11707565527229,289894.38410710654,0.01,14393,491741,AUD,2,Limit,20,Fill And Kill,0.30123605038884316,0.7939899368249985,1824443467106854225,27Y19YXOG7UF,1428,robtest,admin@IRETEST,22580.301160760057,NOEL,Principal,N,0.9408557215199445,"IOCA(Principal), IADW(N)"
BURGERKING,72373955,56534214,624967214,2024-02-01 18:06:00.858971794,2024-02-01 12:04:48.389677935,146,ZM,S,3,Short Sell,201711726,JBH,ASX,ASX,1405,0.01,86.6209138101794,768091.8438923924,0.01,13822,824583,AUD,2,Market On Close,34,End of Day,0.851692905048479,0.7721674679211026,1981331526314777918,17Y19YXOID3O,1651,robtest,admin@ROBBOTEST,15755.60007843878,TESTINGACC,Principal,N,0.2242438384620309,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72374765,64605863,473200698,2024-02-01 15:34:04.730546109,2024-02-01 13:54:12.904180836,63,ZM,S,4,Long Sell,456782673,PEN,AXW,ASX,2755,0.01,9.410550755616718,793441.4374260107,0.01,9981,1066105,AUD,2,Market On Close,56,Fill And Kill,0.03940872159541764,0.41399944695133284,202255119386062198,17Y19YXOIR97,1515,robbotest,admin@IRETEST,93492.70036543271,ROBTESTING,Agency,N,0.8959794007588485,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72375459,29584347,487867011,2024-02-01 12:16:22.484896979,2024-02-01 15:43:44.158431686,56,UNKNOWN,B,1,Long Sell,138872967,JBH,AXW,CXA,1769,0.01,69.8101854074108,656738.4078898637,0.01,4002,560410,AUD,3,Market On Close,60,Fill Or Kill,0.15301017170964204,0.17033108796980978,6113919811073684903,27Y19YXOG7UB,4134,robbotest,admin@ROBBOTEST,68974.46786361004,TESTINGACC,Principal,N,0.7449856391936144,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72372501,57501056,485858699,2024-02-01 11:41:18.762952590,2024-02-01 13:54:53.342668533,3,NOEL,B,1,Buy,170951680,SIG,ASX,CXA,4223,0.01,3.1110420731949024,1107522.6433858895,0.01,5470,982865,AUD,2,Limit,45,End of Day,0.6031634002763075,0.84987418451592,4299825609086561125,27Y19YXOG7UF,3132,robtest,admin@IRETEST,53619.83081985504,39,Agency,N,0.12272087235271656,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72371949,47391518,347895693,2024-02-01 16:30:18.531706341,2024-02-01 20:03:33.195439087,198,ROBBO,B,2,Short Sell,669086032,SIG,AXW,CXA,683,0.01,48.20101270303639,717298.8416661293,0.01,15852,984171,AUD,3,Limit,46,Good Till Time,0.9790898217160584,0.6760060790298958,257775985216704887,17Y19YXOGMGT,1630,robbotest,admin@IRETEST,46245.027576631015,34976,Principal,N,0.07430539573507944,"IOCA(Principal), IADW(N)"
BURGERKING,72369910,58013546,326227526,2024-02-01 15:38:00.112022404,2024-02-01 18:44:55.371874374,89,UNKNOWN,S,2,Short Sell,849536368,PEN,ASX,CXA,11031,0.01,106.43085271032108,172201.3528250375,0.01,10448,361994,AUD,3,Limit,43,Good Till Time,0.5081096020663958,0.9696168983229719,4789807467644452658,27Y19YXOGV56,4976,robbotest,admin@IRETEST,29886.150889490193,NOEL,Agency,N,0.22963963148438682,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72371808,11339501,247054942,2024-02-01 13:59:35.959991998,2024-02-01 17:48:38.758151630,91,UNKNOWN,S,4,Short Sell,1201492688,SIG,ASX,ASX,6502,0.01,79.32066343227498,1051649.3161919545,0.01,1952,676116,AUD,4,Limit,37,Good Till Cancel,0.8729060485766413,0.15162712637727171,7647556906916430358,17Y19YXOGMGI,198,robtest,admin@IRETEST,99764.57055955564,34976,Principal,N,0.7920466099113843,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375404,68629325,320465257,2024-02-01 14:04:30.186837367,2024-02-01 14:54:45.628325665,173,ZM,S,2,Buy,800476532,CBA,ASX,ASX,9501,0.01,45.635405330051476,1087609.9395080907,0.01,14191,1037315,AUD,4,Limit,22,Good Till Time,0.20853600282197948,0.27454594617511885,3291324291000394164,27Y19YXOHP53,4900,robtest,admin@ROBBOTEST,83719.63670787355,HK,Agency,N,0.9128758899061851,"IOCA(Principal), IADW(N)"
BURGERKING,72370808,34094278,665705474,2024-02-01 12:46:27.076215243,2024-02-01 13:36:07.804760952,42,UNKNOWN,B,1,Long Sell,860294268,SIG,ASX,ASX,13627,0.01,46.85010862860797,516015.2465806924,0.01,7987,1257529,AUD,2,Market On Close,44,Good Till Time,0.05160169360079214,0.8087965857252362,7208810954158292372,17Y19YXOIR97,2728,robtest,admin@ROBBOTEST,26987.695292383083,HK,Principal,N,0.7815966022801639,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72375574,4152113,708889425,2024-02-01 13:13:20.420084016,2024-02-01 16:33:02.907781556,125,ZM,B,3,Long Sell,608489812,SIG,ASX,CXA,607,0.01,12.284608714249392,36582.498824673035,0.01,8760,566557,AUD,3,Limit,27,Good Till Time,0.23467625130602254,0.4896435353412867,6282713625355233155,27Y19YXOGV56,5066,robbotest,admin@IRETEST,61848.35063157898,NOEL,Principal,N,0.7034692872388298,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72375461,2553441,541407308,2024-02-01 13:13:44.938987797,2024-02-01 12:10:11.897579515,46,ZM,B,1,Short Sell,626047522,SIG,AXW,ASX,8430,0.01,45.7568626732932,56781.50402072973,0.01,9526,989052,AUD,2,Market On Close,58,Fill And Kill,0.08589553171330877,0.3586453779948574,6263984530415295435,17Y19YXOID3O,896,robbotest,admin@ROBBOTEST,33623.840801950675,34976,Agency,N,0.7100902451908703,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72374960,32097581,200904444,2024-02-01 13:54:27.021804360,2024-02-01 11:39:25.206641328,133,ZM,B,4,Short Sell,1216240210,NXT,AXW,ASX,6354,0.01,58.68309033757291,674319.5450906676,0.01,11096,556382,AUD,4,Limit,23,Good Till Cancel,0.5740795246356903,0.9938380067332809,3966174952273487909,27Y19YXOG7UF,1946,robtest,admin@ROBBOTEST,112689.64685486561,NOEL,Agency,N,0.5243740301460631,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72374027,9435767,425941892,2024-02-01 17:11:25.133426685,2024-02-01 19:57:35.988797759,149,UNKNOWN,B,1,Short Sell,1152872850,JBH,AXW,CXA,4074,0.01,59.95919869723958,747867.8915912674,0.01,15552,374832,AUD,2,Limit,60,Good Till Time,0.538594459562748,0.9316783084489831,4275809006947106827,17Y19YXOGMGT,4165,robbotest,admin@ROBBOTEST,55663.716135829854,ROBTESTING,Principal,N,0.48352676538892625,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72373460,38748764,650466622,2024-02-01 14:33:11.413882776,2024-02-01 18:36:43.370274054,191,UNKNOWN,B,1,Buy,816676775,JBH,AXW,CXA,250,0.01,71.7745325809944,918001.2498557307,0.01,3108,1130430,AUD,4,Limit,54,End of Day,0.3583226855293532,0.4720426649373979,4802382622254942206,17Y19YXOID3O,5035,robbotest,admin@ROBBOTEST,115931.97306621842,TESTINGACC,Principal,N,0.8948996834434084,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72372469,28298407,309367854,2024-02-01 13:58:22.403280656,2024-02-01 13:20:44.459291858,138,ROBBO,B,4,Buy,292797397,BHP,ASX,CXA,3448,0.01,108.23015636772858,602030.2643568891,0.01,4221,278029,AUD,4,Limit,4,Fill And Kill,0.9470392341818018,0.7063663139155486,5096967163203235169,27Y19YXOG7UB,2434,robtest,admin@ROBBOTEST,115419.92668929706,39,Agency,N,0.06205053896333956,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72370745,41671356,676411236,2024-02-01 15:13:38.785357071,2024-02-01 14:58:01.081016203,141,NOEL,S,3,Short Sell,276175223,IRE,AXW,ASX,14645,0.01,112.75693741022047,875415.5196076495,0.01,6657,293949,AUD,3,Market On Close,49,Fill Or Kill,0.864305361636,0.8636118536435972,6903851134170024233,27Y19YXOG7UD,3867,robtest,admin@ROBBOTEST,84099.69116060452,NOEL,Principal,N,0.04593226315977028,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72371401,10823564,145750833,2024-02-01 17:08:33.501100220,2024-02-01 17:18:25.765953190,51,UNKNOWN,B,2,Short Sell,1146456097,CBA,AXW,CXA,10559,0.01,12.134887846475326,217795.80891772572,0.01,4474,1023985,AUD,4,Limit,2,End of Day,0.397965614831976,0.48760489346463853,3314890428969081454,27Y19YXOG7UF,1918,robbotest,admin@ROBBOTEST,100888.84214713571,ROBTESTING,Principal,N,0.5228114598763248,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72373248,44137687,566272532,2024-02-01 13:11:27.633126625,2024-02-01 14:38:01.405881176,22,UNKNOWN,S,3,Buy,1204735742,IRE,ASX,ASX,3120,0.01,26.26069345695596,755693.1204094361,0.01,7009,1057975,AUD,2,Limit,49,End of Day,0.19472194157853862,0.21059624871598492,4544434355300254640,27Y19YXOG7UF,1512,robtest,admin@ROBBOTEST,77742.23628447151,34976,Principal,N,0.025409091963035868,"IAOR(TESTINGACC), IOCA(Agency), IADW(N)"
BURGERKING,72374579,13787909,411812333,2024-02-01 12:30:21.031406281,2024-02-01 11:56:29.648329665,101,NOEL,B,1,Short Sell,369054816,CBA,ASX,ASX,4524,0.01,89.54275893483079,183640.35620080968,0.01,8303,340734,AUD,3,Market On Close,8,Good Till Cancel,0.06844402646905312,0.4073775674652411,3072791347212487050,27Y19YXOG7UD,631,robbotest,admin@IRETEST,114914.38762191021,NOEL,Principal,N,0.7099123486887178,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72375154,25233728,515107983,2024-02-01 14:16:06.523704740,2024-02-01 11:52:40.496899379,35,UNKNOWN,B,1,Buy,457310692,NXT,AXW,ASX,7507,0.01,72.24347455511734,970812.4510858216,0.01,331,653624,AUD,3,Limit,13,Fill And Kill,0.4118038227735483,0.9376882272534256,7187576898572966836,17Y19YXOGMGI,5309,robtest,admin@ROBBOTEST,46552.43400426933,NOEL,Agency,N,0.5049525624635638,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72372472,30945017,505818503,2024-02-01 13:25:55.602320464,2024-02-01 20:04:27.113422684,118,ROBBO,S,4,Long Sell,477791896,IRE,ASX,CXA,423,0.01,104.49386416796308,63627.047718903945,0.01,5404,210680,AUD,4,Market On Close,27,Fill Or Kill,0.8595995524473089,0.6748952248754567,7170375155304483100,17Y19YXOGMGT,2707,robbotest,admin@IRETEST,115933.71668636207,NOEL,Agency,N,0.2605119563487447,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72371637,38938859,152661243,2024-02-01 13:39:29.629925985,2024-02-01 11:55:08.771354270,128,UNKNOWN,B,2,Buy,70035729,PEN,AXW,CXA,1349,0.01,3.8640784216335446,1224977.5657333562,0.01,2189,496102,AUD,3,Limit,10,Good Till Cancel,0.5287122498134583,0.42289604345115406,611194408649620242,27Y19YXOG7UC,4603,robtest,admin@ROBBOTEST,105750.46056828926,34976,Agency,N,0.09985402855737036,"IAOR(ROBTESTING), IOCA(Agency), IADW(N), IAIN(123456)"
BURGERKING,72374123,13280903,290018947,2024-02-01 11:36:24.536107221,2024-02-01 19:38:23.491898379,32,UNKNOWN,S,1,Short Sell,341845148,IRE,AXW,CXA,12769,0.01,85.6195834702059,370528.25883779634,0.01,13759,509035,AUD,4,Market On Close,58,Fill Or Kill,0.6694776805204031,0.29436978215592413,5950593850923501700,6C824B04:0001A2B9,635,robbotest,admin@IRETEST,98869.9486286753,39,Agency,N,0.49750495975470954,"IADW(N), IOCA(Agency), IAOR(HK)"
BURGERKING,72375677,20771239,294909289,2024-02-01 14:16:21.235047009,2024-02-01 14:37:07.487897579,55,ROBBO,S,3,Short Sell,1273696436,NXT,AXW,ASX,11780,0.01,71.38922176195203,28554.239687242516,0.01,4174,1060501,AUD,3,Market On Close,15,End of Day,0.4570889213939269,0.03238430944165138,2645208136309435807,17Y19YXOID1C,2354,robtest,admin@ROBBOTEST,67165.7256498461,TESTINGACC,Agency,N,0.3523216538317917,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72370028,3194817,129952066,2024-02-01 12:04:02.014002800,2024-02-01 20:36:00.982596519,196,ROBBO,S,1,Short Sell,196617646,NXT,ASX,ASX,5963,0.01,86.0323259071315,1105836.444587814,0.01,6714,1099802,AUD,2,Market On Close,11,Fill And Kill,0.2337286490964272,0.8684597580074004,4323218739407912111,27Y19YXOGV56,4194,robbotest,admin@IRETEST,113592.95002565517,ROBTESTING,Agency,N,0.12213081125337943,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72372806,9801730,261102225,2024-02-01 16:22:08.153630726,2024-02-01 15:07:07.000600120,21,UNKNOWN,S,3,Long Sell,1023772884,JBH,AXW,ASX,7663,0.01,46.6197456213425,327194.27086534875,0.01,5327,1013862,AUD,3,Market On Close,37,Good Till Cancel,0.04588204888447622,0.18401031188611205,5843306731513886227,27Y19YXOG7UE,3144,robtest,admin@IRETEST,56492.89306399708,HK,Principal,N,0.8377981012721123,"IOCA(Principal), IADW(N)"
BURGERKING,72372880,8850456,346345840,2024-02-01 14:14:38.255651130,2024-02-01 13:06:48.730546109,112,NOEL,S,3,Buy,1137520664,IRE,AXW,CXA,13170,0.01,108.54877058777898,240637.62627970282,0.01,95,570344,AUD,4,Market On Close,39,End of Day,0.9298249052546489,0.4421191377205905,6990315903981076075,17Y19YXOGMFW,3728,robtest,admin@ROBBOTEST,60065.57721494965,TESTINGACC,Agency,N,0.1375855622674741,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72374765,61802038,539994948,2024-02-01 13:27:53.293058611,2024-02-01 16:59:46.967793558,31,NOEL,S,3,Long Sell,84112405,BHP,ASX,CXA,12047,0.01,89.15313128380791,1270951.5442060076,0.01,11239,398493,AUD,3,Limit,46,Good Till Cancel,0.9430471103387502,0.4292751112898032,5507857275296620323,27Y19YXOGV56,4734,robbotest,admin@IRETEST,79718.68796040233,NOEL,Principal,N,0.21844314136447818,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72370210,70163871,372757559,2024-02-01 11:33:47.615123024,2024-02-01 16:59:46.967793558,95,ROBBO,B,4,Long Sell,1148970427,BHP,ASX,CXA,3069,0.01,10.96013668312953,777987.9579259849,0.01,8446,127240,AUD,4,Market On Close,14,Fill Or Kill,0.8469309370173256,0.0771246649841929,3815516043858910324,27Y19YXOGV56,1819,robtest,admin@IRETEST,122762.40570784696,ROBTESTING,Principal,N,0.7409527103931477,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72370134,19356810,276554492,2024-02-01 14:32:46.894978995,2024-02-01 14:04:19.481496299,1,NOEL,S,3,Short Sell,396744849,CBA,ASX,ASX,11055,0.01,54.34249378631043,1029165.6315613517,0.01,15124,1156788,AUD,2,Limit,18,Good Till Time,0.40171835252034493,0.7495421474684089,2134612302305198282,27Y19YXOG7UC,2242,robbotest,admin@ROBBOTEST,12850.3239550641,39,Agency,N,0.15093718231794617,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72374223,53372751,614827889,2024-02-01 11:38:46.745749149,2024-02-01 20:37:48.818563712,77,NOEL,S,4,Buy,768698283,BHP,ASX,CXA,8795,0.01,86.0308520096471,228550.06567632844,0.01,3855,574665,AUD,4,Limit,11,End of Day,0.3066875258872377,0.7913584613516437,3072686166977882465,27Y19YXOG7UA,5581,robtest,admin@IRETEST,40671.91296309812,TESTINGACC,Principal,N,0.08258004657135731,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72373040,21788570,622966194,2024-02-01 13:07:02.828965793,2024-02-01 14:34:25.733946789,154,ROBBO,B,2,Long Sell,769520282,ACDC,AXW,CXA,7203,0.01,111.82793384430519,1031007.1895932204,0.01,10172,1214179,AUD,2,Market On Close,20,Fill And Kill,0.8347313241853543,0.024044070225832437,853579408511413555,6C824B04:0001A2B9,2424,robbotest,admin@IRETEST,24558.02162846055,TESTINGACC,Agency,N,0.8644353646696783,"IADW(N), IOCA(Agency), IAOR(34976)"
BURGERKING,72373070,38432901,226036527,2024-02-01 15:12:00.709741948,2024-02-01 15:38:07.171034206,39,ROBBO,B,1,Long Sell,850799519,CBA,ASX,ASX,12280,0.01,115.72907551426272,593995.0619289272,0.01,7016,687653,AUD,3,Limit,23,Fill Or Kill,0.3675685979431378,0.738951167906376,4281600010725534600,17Y19YXOID1C,2578,robbotest,admin@ROBBOTEST,74227.71556722163,34976,Principal,N,0.9866889309539821,"IADW(N), IOCA(Agency), IAOR(39)"
BURGERKING,72372003,23761876,607319159,2024-02-01 14:27:33.053010602,2024-02-01 19:24:14.283656731,111,ROBBO,B,3,Long Sell,104810944,SIG,AXW,ASX,597,0.01,55.633622531757,849256.1912517404,0.01,5648,951272,AUD,2,Market On Close,14,Good Till Time,0.22714998723760793,0.8162610553391472,695053614979941134,27Y19YXOG7UE,2404,robbotest,admin@ROBBOTEST,98877.86820042909,ROBTESTING,Agency,N,0.8255777131137862,"IAOR(TESTINGACC), IOCA(Principal), IADW(N)"
BURGERKING,72371650,22131374,291332960,2024-02-01 15:16:40.225245049,2024-02-01 11:51:06.140428085,123,NOEL,S,2,Short Sell,240611451,CBA,ASX,ASX,4666,0.01,101.0590001719038,783457.6768776608,0.01,11705,1216774,AUD,3,Market On Close,34,Fill Or Kill,0.5638651905122121,0.8080966577366512,7455066212637170133,17Y19YXOGMFW,3651,robtest,admin@IRETEST,46902.542872212995,39,Agency,N,0.42722807930477025,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72373212,3317567,215501812,2024-02-01 14:05:53.551110222,2024-02-01 20:42:45.367473494,97,NOEL,B,4,Short Sell,349122541,PEN,ASX,ASX,6843,0.01,81.22922037056371,694397.4904499963,0.01,12643,81022,AUD,3,Limit,61,Good Till Cancel,0.5026633266600015,0.3807108307378495,4587423039576775888,6C824B04:0001A2B9,949,robtest,admin@IRETEST,80145.78980194537,34976,Agency,N,0.9338948318200078,"IOAR(NOEL), IOCA(Agency), IAIN(12345)"
BURGERKING,72374239,15347211,317409489,2024-02-01 15:13:48.592918583,2024-02-01 17:25:37.109821964,66,ZM,S,1,Buy,535148035,IRE,AXW,ASX,3134,0.01,37.86914279399024,570254.6370657844,0.01,9647,804836,AUD,4,Limit,60,End of Day,0.8550013019591776,0.012045049825147425,6802275868066087125,27Y19YXOGV56,1353,robtest,admin@ROBBOTEST,115188.73375852103,ROBTESTING,Principal,N,0.7905030901373995,"IADW(N), IOCA(Agency), IAOR(NOEL), IAIN(54321)"
BURGERKING,72375751,10480843,380439835,2024-02-01 15:05:38.214842968,2024-02-01 20:29:57.036207241,112,UNKNOWN,B,1,Buy,84434403,SIG,ASX,ASX,4509,0.01,6.3286891162594525,200037.78531727873,0.01,15359,846536,AUD,2,Market On Close,3,Good Till Cancel,0.5372403047777256,0.46874326113132514,7112520444940750812,27Y19YXOGV80,5288,robtest,admin@IRETEST,110553.07709145873,TESTINGACC,Principal,N,0.18949184373354178,"IOCA(Principal), IADW(N)"
